location,n_peak,peak_magnitude_norm,hosp_patients_norm,icu_patients_norm,total_tests_norm,new_tests_norm,total_cases_norm,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
Jamaica,3,0.05493384448834389,,,1.8529915633695673,0.5666795136443648,230.31066144447112,77.03,-7.0,411755.0,145171.0,1.11,0.3681,2.7,74.07,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,74.47,0.734
Jamaica,4,0.027459281689155603,,,2.642744383482957,0.8828093313450786,408.39936747131793,77.03,-1.0,743167.0,613112.0,0.84,0.3394,2.9,74.07,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,74.47,0.734
Japan,1,0.007359859307036824,,,0.5107041926177126,0.5336658088220244,31.14085848374968,93.72,-30.0,0.0,0.0,0.69,0.0543,18.4,49.54,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,84.63,0.919
Japan,2,0.008099285695903102,1.378174557501406,0.1444655692614587,1.011136891194245,1.183919536692176,55.47184327181876,93.75,-28.0,6605930.0,2697254.0,0.92,0.0602,16.6,49.07,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,84.63,0.919
Japan,3,0.004752658836839079,,,1.7451022681364106,0.9561224825585394,128.50954150261774,93.0,-27.0,78670101.0,63077767.0,0.6,0.1024,9.8,52.31,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,84.63,0.919
Japan,4,0.017567235727729957,,,2.9199086533336924,1.465393364116479,377.1144769288089,92.41,-23.0,101987388.0,95868145.0,0.79,0.4286,2.3,47.22,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,84.63,0.919
Jordan,1,0.06781177082880921,,,2.126810128559468,0.9331950014324636,139.91400544277732,61.13,-11.0,,,1.11,0.2397,4.2,81.48,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,74.53,0.729
Jordan,2,0.09027684386108044,,,5.625351664452564,4.247239902689857,573.8774344820763,71.49,-12.0,287030.0,92486.0,0.95,0.1802,5.5,81.48,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,74.53,0.729
Jordan,3,0.03457875021594072,,,,,1015.9351104710848,49.29,26.0,4291210.0,3879646.0,0.84,0.0739,13.5,34.26,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,74.53,0.729
Kenya,1,0.001808615755601338,,,0.056438308271484834,0.11586648470906127,3.8851918267770773,64.92,-17.0,,,1.12,0.1188,8.4,75.93,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,66.7,0.601
Kenya,2,0.0033612971204768833,,,,,12.134609102562699,60.2,2.0,,,1.07,0.1628,6.1,51.85,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,66.7,0.601
Kenya,3,0.003652539172819872,,,0.2992066919505729,,28.5494218115102,66.3,2.0,823764.0,116.0,0.82,0.114,8.8,71.76,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,66.7,0.601
Kenya,4,0.004769299755416417,,,,,38.659686476313425,67.97,30.0,1105470.0,698905.0,1.19,0.2184,4.6,72.22,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,66.7,0.601
Kenya,5,0.0013680899430910237,,,,,57.0470119668564,51.46,39.0,6186823.0,4583839.0,0.63,0.2104,4.8,55.56,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,66.7,0.601
Kuwait,1,0.01716555948835558,,,0.6522757143091468,0.7845577956421003,55.70452758693263,73.51,-89.0,,,1.02,0.2587,3.9,100.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,75.49,0.806
Kuwait,2,0.014175220354238472,,,1.927126686446949,1.3866065634404847,269.9100600131268,74.19,21.0,,,1.1,0.1086,9.2,71.3,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,75.49,0.806
Kuwait,3,0.020331375184732634,,,4.750936398376085,2.1196459879317637,536.2138340456961,75.55,7.0,449792.0,359857.0,1.0,0.1466,6.8,70.37,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,75.49,0.806
Kuwait,4,0.03238666258678131,,,7.245208733726952,2.888032097562396,867.7126051130713,74.07,16.0,1791328.0,1042884.0,0.93,0.1169,8.6,60.19,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,75.49,0.806
Latvia,1,0.11125975444231023,5.945577079853921,,5.00682937907821,7.244498198650836,249.31250917279348,66.41,-41.0,5542.0,6.0,1.07,0.0977,10.2,57.41,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,75.29,0.866
Latvia,2,0.1872290601595986,7.3328783984865025,,27.052761372389167,2.902620017633189,1244.0021982566068,57.14,-35.0,1212973.0,1073545.0,0.82,0.0889,11.3,70.37,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,75.29,0.866
Latvia,3,0.08991980589565567,6.433007272886989,,35.67070930198925,4.097091809351589,3498.3561282830565,36.54,-24.0,1346400.0,1265616.0,0.92,0.4656,2.1,51.85,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,75.29,0.866
Libya,1,0.025502017377788264,,,,,216.05256736400662,39.45,24.0,0.0,0.0,1.05,,,55.56,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,72.91,0.724
Libya,2,0.036201828688727435,,,,,380.5785065771,43.73,24.0,706636.0,46972.0,1.01,,,59.26,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,72.91,0.724
Lithuania,1,0.16472757591281634,,,6.001367356392261,5.675755856620153,503.75446770131697,70.72,-53.0,8194.0,104.0,0.94,0.254,3.9,76.85,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,75.93,0.882
Lithuania,2,0.12584588659195156,,,21.834265103562934,3.4143015515294093,1526.3980085223702,50.96,-18.0,1820694.0,1711453.0,1.0,0.164,6.1,50.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,75.93,0.882
Luxembourg,1,0.1009373002328241,3.481334690161213,0.7403743458713891,23.373649604451067,19.977505222002033,641.9990737444353,70.29,-32.0,0.0,0.0,1.05,0.048,20.8,60.19,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,82.25,0.916
Madagascar,1,0.0014901723394171377,,,,,4.055252035074834,83.11,-13.0,,,0.96,0.4236,2.4,68.98,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,67.04,0.528
Madagascar,2,0.0029925833014303525,,,0.06436481396267459,0.04692666737326361,12.908703042948137,82.95,-2.0,0.0,0.0,0.85,0.3031,3.3,81.48,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,67.04,0.528
Madagascar,3,0.0027945544244336955,,,,,19.03133157092155,62.41,18.0,851778.0,792828.0,0.75,0.3655,2.7,47.69,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,67.04,0.528
Malawi,1,0.0022151444320579103,,,0.013539511355055083,0.01979877421666201,1.757459315427607,62.83,-13.0,,,1.04,0.224,4.5,60.19,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
Malawi,2,0.013568657242551933,,,0.06764920501304963,,11.024201787478125,76.44,-25.0,0.0,0.0,1.12,0.3374,3.0,51.85,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
Malawi,3,0.012185560346791054,,,,,26.6428389182418,68.45,-1.0,453729.0,138134.0,0.95,0.5374,1.9,42.59,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
Malawi,4,0.0037374132178754327,,,,,42.13830629680928,67.9,20.0,1505969.0,759701.0,0.62,0.2888,3.5,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
Malaysia,1,0.11264511786679328,3.4329793314934816,0.36428877726654973,8.603697592109151,4.126836565379233,608.9086912010379,84.76,-30.0,22149191.0,17881469.0,0.93,0.1396,7.2,64.81,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,76.16,0.81
Malaysia,2,0.024899012011613916,2.301975564887871,0.11197150859030464,16.362539336857132,5.088510121446373,1159.6941011609188,76.3,-7.0,27343014.0,25702433.0,0.97,0.1393,7.2,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,76.16,0.81
Maldives,1,0.07952586935727164,,,15.439295831647106,10.731761156690336,1028.733306353703,71.91,-36.0,310904.0,158075.0,1.09,0.3024,3.3,,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,78.92,0.74
Mali,1,0.0009239457944495238,,,,,0.45407198522573466,43.97,-16.0,,,1.12,,,56.48,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,59.31,0.434
Mali,2,0.001961557582944615,,,,,3.110896557702816,49.6,-8.0,0.0,0.0,1.02,,,59.26,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,59.31,0.434
Mali,3,0.0019645199274789023,,,,,6.394407597645615,53.94,-9.0,42618.0,5910.0,0.79,,,48.15,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,59.31,0.434
Mali,4,0.0010853801747664094,,,,,13.787581768918692,45.46,34.0,1006045.0,594667.0,0.81,,,40.74,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,59.31,0.434
Malta,1,0.05614867080023251,1.4725828327843442,,8.174578570044565,5.560937802751405,186.18484789769425,79.41,-19.0,,,0.97,0.0394,25.4,52.78,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,82.53,0.895
Malta,2,0.05323770352644837,2.460763417942259,0.1743848091455144,14.630110443712459,8.341406704127106,514.1445456306917,73.29,-37.0,82671.0,39695.0,0.99,0.0712,14.0,67.59,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,82.53,0.895
Malta,3,0.059442692908351094,1.9182329006006587,,32.10029064134857,7.202092617709747,1265.4718077891882,37.23,-9.0,413267.0,388471.0,0.63,0.09,11.1,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,82.53,0.895
Malta,4,0.04516440135632629,,,35.497519860492154,7.114900213136989,1648.0720790544467,41.3,4.0,413267.0,388471.0,1.06,0.2014,5.0,52.78,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,82.53,0.895
Mauritania,1,0.009090007250094762,,,0.025869561120057966,,2.433451794827763,44.21,-14.0,,,1.46,0.1755,5.7,77.78,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
Mauritania,2,0.014407081696547305,,,,,25.712496675469257,39.23,1.0,0.0,0.0,1.06,0.1419,7.0,59.26,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
Mauritania,3,0.011053423265642048,,,,,59.049948587571805,26.43,18.0,213148.0,20286.0,1.05,0.1779,5.6,36.11,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
Mauritania,4,0.006634376140026094,,,1.6985640121379402,,120.37419033278815,25.75,32.0,1274580.0,843839.0,0.4,0.0669,14.9,39.81,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
Mexico,1,0.051605868055987374,,,0.041138865896804155,0.09943788766996295,14.694206808390032,75.15,-38.0,,,1.12,0.529,1.9,70.83,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,75.05,0.779
Mexico,2,0.09391249619421503,,,0.32896030790815634,0.07382800630912018,135.35920084887238,85.86,-36.0,604441.0,25185.0,1.02,0.38,2.6,71.76,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,75.05,0.779
Mexico,3,0.05455614816022636,,,0.7304926938908303,0.13713108835393714,255.5509187544938,81.73,-2.0,57631954.0,33220439.0,0.94,0.384,2.6,67.13,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,75.05,0.779
Mexico,4,0.03592135242282835,,,1.1035701679274312,0.08584991104865247,395.473453469471,79.6,11.0,84182076.0,77601746.0,0.92,0.598,1.7,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,75.05,0.779
Moldova,1,0.10266790012487498,,,,1.7000391399158803,572.165928392592,67.51,-29.0,146088.0,137323.0,0.9,0.2783,3.6,65.74,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
Moldova,2,0.12987148275669264,,,,1.9574928088170427,874.5969520567094,61.67,-11.0,663942.0,624106.0,0.84,0.1593,6.3,46.3,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
Moldova,3,0.05762683832729667,,,,,1199.8981119650102,58.69,-11.0,715831.0,672881.0,0.82,,,47.22,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
Mongolia,1,0.037360986482971405,,,9.694579792279537,3.1355108999477967,329.4824529733438,52.6,20.0,1985431.0,1726339.0,1.05,0.1928,5.2,59.26,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,69.87,0.737
Mongolia,2,0.048711162226570175,,,12.019522527680142,3.4193558851428025,1148.887357694542,51.39,62.0,2280420.0,2129876.0,1.08,0.7203,1.4,37.04,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,69.87,0.737
Montenegro,1,0.11329257651050632,,,,,462.2395315030149,38.76,-31.0,,,1.0,,,,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,76.88,0.829
Montenegro,2,0.14716824394834177,,,,,1306.0881998436432,74.59,-27.0,3296.0,211.0,1.01,,,,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,76.88,0.829
Montenegro,3,0.11651798814109045,,,,,2384.0261380047164,40.05,-7.0,262450.0,246703.0,1.01,,,,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,76.88,0.829
Morocco,1,0.01992647486247545,,,0.9876144159022784,0.6309582111152489,80.76200836277364,53.11,-21.0,,,1.0,0.2324,4.3,66.2,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,76.68,0.686
Morocco,2,0.027679855638217992,,,2.071394060970277,1.1815571474540743,211.95970404115573,51.5,-2.0,17168272.0,12699602.0,0.91,0.2148,4.7,59.26,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,76.68,0.686
Morocco,3,0.008610419882700095,,,2.8445796196400854,,303.3130166199636,32.51,1.0,24768302.0,23177000.0,0.64,0.2139,4.7,68.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,76.68,0.686
Mozambique,1,0.003849565282142907,,,0.10225710905170826,0.09265291890117991,10.588238769059334,72.77,-28.0,0.0,0.0,1.21,0.2896,3.5,59.26,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,60.85,0.456
Mozambique,2,0.007425510221435813,,,0.221670864807732,0.1756674469099552,35.26593952780279,82.74,1.0,374854.0,319153.0,1.11,0.3191,3.1,56.48,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,60.85,0.456
Mozambique,3,0.002512263963502212,,,,,62.164512097657415,69.88,8.0,8949290.0,6431254.0,1.12,0.528,1.9,37.04,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,60.85,0.456
Myanmar,1,0.06123277111522834,,,0.5713809072121172,0.2747873618395236,52.79219904589303,80.45,-76.0,3675425.0,1716316.0,0.99,0.3753,2.7,66.2,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,67.13,0.583
Namibia,1,0.2329630482842637,,,2.2361386812113118,0.9214082085721883,420.45046967082845,67.18,-19.0,133863.0,32753.0,0.85,0.4066,2.5,78.7,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,63.71,0.646
Namibia,2,0.05178940662702756,,,3.484333741473882,0.49548881014662144,596.2137234167548,67.18,11.0,413893.0,351511.0,0.69,0.1808,5.5,28.7,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,63.71,0.646
Nepal,1,0.019534198949820253,,,0.72574281581888,0.11494554997957872,92.2907290061776,56.41,-3.0,624067.0,91453.0,0.91,0.032,31.2,52.78,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,70.78,0.602
Nepal,2,0.05935591047928689,,,0.9479247121811953,0.68360757164636,159.17616627104638,74.37,-69.0,2113080.0,426510.0,1.02,0.422,2.4,94.44,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,70.78,0.602
Netherlands,1,0.08118152657872833,1.5797968612994255,0.8292041026503436,,,11.989103419570172,0.82,-49.0,,,1.13,,,78.7,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,82.28,0.944
Netherlands,2,0.05620214229305447,1.127344903603276,0.41227282631772705,3.848501615375773,2.6294621109044183,505.3189599963757,61.78,-49.0,0.0,0.0,0.86,0.13,7.7,78.7,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,82.28,0.944
Netherlands,3,0.032877859627391544,1.283402979102077,0.3645237136651089,12.199798708374857,3.9783163127156937,1660.0095474933055,46.98,-23.0,13371737.0,12139407.0,0.86,0.24,4.2,56.48,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,82.28,0.944
New Zealand,1,0.031167828667850107,,,,,1352.2794218052006,53.77,-9.0,3717078.0,3494054.0,0.87,,,56.48,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,82.29,0.931
Niger,1,0.0004997926525249285,,,,,0.3107739066110483,73.81,-18.0,,,0.86,,,61.11,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,62.42,0.394
Niger,2,0.000914899164014212,,,,,1.5196485907139485,61.28,6.0,0.0,0.0,0.95,,,31.48,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,62.42,0.394
Niger,3,0.0006522020006517895,,,,,2.7364816335008704,39.34,39.0,506816.0,461750.0,1.04,,,16.67,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,62.42,0.394
Nigeria,1,0.0005404642923989506,,,0.004560155107146663,0.009834404335758502,0.8111609694544821,39.46,-22.0,,,1.15,0.2239,4.5,80.09,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,54.69,0.539
Nigeria,2,0.0005885855271323978,,,0.0681650047863606,,6.9502133729885776,44.14,-6.0,0.0,0.0,0.85,0.1542,6.5,58.33,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,54.69,0.539
Nigeria,3,0.0009134709347987791,,,,,9.073053985666954,32.19,17.0,2915356.0,1433670.0,1.04,0.0649,15.4,54.63,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,54.69,0.539
North Macedonia,1,0.14339413970876683,,,1.5888567558522486,0.9694328553710854,291.5644936934047,72.69,-29.0,,,0.95,0.378,2.6,,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
North Macedonia,2,0.18399630741632939,,,3.1276621591319955,2.1309276929850802,655.056199736779,81.91,-28.0,13736.0,9111.0,0.98,0.296,3.4,,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
North Macedonia,3,0.134643497093382,,,,,851.7900896977472,61.71,-10.0,729036.0,539037.0,0.89,0.1358,7.4,,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
North Macedonia,4,0.12456577777180251,,,,,1323.4847149872205,61.71,-7.0,850267.0,799251.0,0.92,0.2427,4.1,,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
Norway,1,0.043914646365496086,,,20.133845528117625,0.8584556324624303,2565.5217359246303,4.47,-18.0,4352995.0,4028206.0,0.57,0.371,2.7,11.11,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,82.4,0.957
Oman,1,0.07257546856668942,,,,,510.27534682550134,77.37,-13.0,929343.0,221982.0,1.06,,,75.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,77.86,0.813
Pakistan,1,0.004795369824472725,,,0.043606230444237844,0.13867677551532445,7.329576023090131,57.89,-27.0,,,1.07,0.1945,5.1,61.11,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
Pakistan,2,0.003359483060938265,,,0.2798109674359622,0.1652131959597554,20.380468237181372,42.71,8.0,0.0,0.0,0.89,0.0676,14.8,64.35,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
Pakistan,3,0.005735452722989091,,,0.5146063789389561,0.22273985708050556,35.74330611800504,57.91,-3.0,1993333.0,0.0,0.98,0.099,10.1,78.24,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
Pakistan,4,0.0039043352424858,,,0.7752777311044357,0.2728508853126681,50.8144476368818,46.15,27.0,40183977.0,15269699.0,0.99,0.0693,14.4,68.52,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
Pakistan,5,0.001667836061795561,,,,,65.45628173799291,40.23,55.0,114140160.0,88868554.0,0.74,0.0802,12.5,65.28,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
Panama,1,0.0627634571112769,,,0.43763178741564407,0.5826661277442422,127.59315525918372,90.96,-65.0,,,1.01,0.3281,3.0,84.26,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
Panama,2,0.1024553278803574,,,3.2869969597745836,2.0796136921290778,642.1263730482796,93.08,-62.0,0.0,0.0,0.94,0.2494,4.0,76.85,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
Panama,3,0.022492599204442777,,,7.707648126259391,2.3518897165704726,996.1582377875759,89.55,-24.0,1554873.0,767685.0,0.95,0.0861,11.6,70.37,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
Panama,4,0.039844222670208464,,,12.012692672944915,4.973088493359591,1636.785152763282,83.34,-13.0,3169050.0,2871437.0,0.81,0.2642,3.8,42.59,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
Papua New Guinea,1,0.0024904257174987844,,,,,10.91347137105419,70.06,13.0,911.0,0.0,1.03,,,65.74,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,64.5,0.555
Papua New Guinea,2,0.008960146619066444,,,,,37.308894994574516,70.06,37.0,249265.0,175359.0,0.86,,,75.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,64.5,0.555
Papua New Guinea,3,0.002595154243253513,,,,,42.40703892584772,70.06,55.0,298279.0,237507.0,1.07,,,60.65,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,64.5,0.555
Paraguay,1,0.17462796349569185,,,1.933360675413085,1.2823352296880135,536.9893045928461,78.64,-18.0,458631.0,121016.0,0.93,0.3144,3.2,49.07,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,74.25,0.728
Paraguay,2,0.06361530962550632,,,3.3633583719744515,1.672659346912125,837.9987315158745,53.28,0.0,3654258.0,3121596.0,0.88,0.4094,2.4,35.19,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,74.25,0.728
Peru,1,0.18689388578906435,,,0.7394449213213121,,134.18220913046585,90.53,-53.0,,,1.16,0.271,3.7,81.48,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,76.74,0.777
Peru,2,0.24020862005523777,,,3.0862528614485596,,503.92460419344883,89.69,-30.0,767953.0,600468.0,1.03,0.144,6.9,80.56,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,76.74,0.777
Peru,3,0.05989052263056772,,,7.721757111148381,,998.6056410161868,80.07,2.0,26072061.0,23454615.0,0.91,0.236,4.2,61.11,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,76.74,0.777
Philippines,1,0.007153904307648001,,,0.26736079374023103,0.27099358280207886,23.52303184302922,86.09,-46.0,,,1.14,0.089,11.2,68.98,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
Philippines,2,0.014900419228234268,,,0.9223720858149047,0.3502483770147229,77.88312164651857,86.51,-46.0,1007356.0,132288.0,1.1,0.1873,5.3,81.02,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
Philippines,3,0.01837022140462981,,,2.0189696408481788,0.3633689582177478,254.10459417556058,82.47,-14.0,45702027.0,32768274.0,0.64,0.0379,26.4,33.33,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
Poland,1,0.12511194406963516,5.8520517501389,,,,244.57549540968859,77.75,-30.0,,,0.86,0.3954,2.5,75.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
Poland,2,0.1369928769214488,8.970553218509405,,,,693.4719686747626,72.28,-21.0,6034774.0,2192715.0,0.83,0.266,3.8,75.93,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
Poland,3,0.11311333857184434,,,,,1058.356483318782,52.09,20.0,21552220.0,20259087.0,0.77,0.2213,4.5,51.85,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
Portugal,1,0.2587037292670293,6.517555256860225,0.7926889296860332,7.1252919598230635,6.70785960908634,687.0459188174418,91.21,-61.0,270611.0,59232.0,0.98,0.2028,4.9,87.96,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
Portugal,2,0.04596437625461955,2.4046208847175574,0.17112639424983841,35.16145529426216,24.740647622921614,2835.0519570220977,72.46,-13.0,9631843.0,9053932.0,0.9,0.2282,4.4,35.19,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
